Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
12455,Makindu Sub-County Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,86,6,MAKUENI,KIBWEZI WEST,kibwezi west,MAKINDU,Operational,No,No,No,No,,Yes,Yes,No
13339,Bura District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,30,0,GARISSA,FAFI,fafi,BURA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12184,Kanyangi Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,3,0,KITUI,KITUI CENTRAL,kitui rural,KANYANGI,Operational,No,No,No,No,,Yes,Yes,No
11655,Msambweni District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,155,0,KWALE,MSAMBWENI,msambweni,RAMISI,Operational,No,No,No,No,,Yes,Yes,No
12605,Mutuati Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,25,4,MERU,IGEMBE NORTH,igembe north,NAATHU,Operational,No,No,No,No,,Yes,Yes,No
12457,Makueni District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,126,32,MAKUENI,MAKUENI,makueni,WOTE,Operational,No,No,No,No,,Yes,Yes,No
13638,Kabondo Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,14,3,HOMA BAY,KABONDO KASIPUL,kabondo kasipul,KABONDO WEST,Operational,Yes,No,Yes,No,,Yes,Yes,No
12282,Kibirichia Sub-District Hospital,,Level 3,Primary care hospitals,Ministry of Health,Ministry of Health,12,2,MERU,BUURI,buuri,KIBIRICHIA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11512,Lamu District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,60,20,LAMU,LAMU WEST,lamu west,MKUNUMBI,Operational,Yes,No,Yes,No,,Yes,Yes,No
10639,Kirwara Sub District,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,16,0,MURANG'A,GATANGA,gatanga,GATANGA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13314,Bute District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,30,2,WAJIR,WAJIR NORTH,wajir north,BUTE,Operational,Yes,No,Yes,No,,Yes,Yes,No
11649,Mpeketoni Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,50,0,LAMU,LAMU WEST,lamu west,BAHARI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12601,Mutitu Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,7,0,KITUI,KITUI EAST,kitui east,MUTITU/KALIKU,Operational,No,No,No,No,,Yes,Yes,No
12618,Mwala Subcounty Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,18,2,MACHAKOS,MWALA,mwala,MAKUTANO/MWALA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12787,Tawa Sub-Distrct Hospial,,Level 3,Primary care hospitals,Ministry of Health,Ministry of Health,14,14,MAKUENI,MBOONI,mbooni,KITETA-KISAU,Operational,Yes,No,Yes,No,,Yes,Yes,No
10470,Kangema Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,10,2,MURANG'A,KANGEMA,mathioya,MUGURU,Operational,Yes,No,Yes,No,,Yes,Yes,No
10438,Kalimoni Hospital (Thika),,Level 4,Primary care hospitals,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,29,6,KIAMBU,JUJA,juja,KALIMONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
14431,Elburgon Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,40,0,NAKURU,MOLO,molo,ELBURGON,Operational,No,No,No,No,,Yes,Yes,No
12508,Mbooni District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,41,5,MAKUENI,MBOONI,mbooni,MBOONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12998,Kaloleni Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAIROBI,MAKADARA,makadara,MAKONGENI,Operational,No,No,No,No,,Yes,Yes,No
12681,Nuu Sub-District Hospital,,Level 3,Primary care hospitals,Ministry of Health,Ministry of Health,4,0,KITUI,MWINGI CENTRAL,mwingi central,NUU,Operational,Yes,No,Yes,No,,Yes,Yes,No
15950,Kimilili Subcounty Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,78,0,BUNGOMA,KIMILILI,kimilili,KIMILILI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13833,Muhuru Health Centre,,Level 3,Comprehensive primary health care facility,Ministry of Health,Ministry of Health,12,0,MIGORI,NYATIKE,nyatike sub county,MUHURU,Operational,No,No,No,No,,Yes,Yes,No
13352,Griftu District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,36,4,WAJIR,WAJIR WEST,wajir west,ARBAJAHAN,Operational,Yes,No,Yes,No,,Yes,Yes,No
13766,Manga District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,24,2,NYAMIRA,KITUTU MASABA,manga,KAMERA,Operational,No,No,Yes,No,,Yes,Yes,No
16078,Navakholo Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,16,1,KAKAMEGA,NAVAKHOLO,navakholo,BUNYALA CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
10777,Murang'a District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,270,58,MURANG'A,KIHARU,kiharu,TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
14175,Yala Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,96,0,SIAYA,GEM,gem,YALA TOWNSHIP,Operational,No,No,No,No,,Yes,Yes,No
11208,Al Farooq Hospital,,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,17,4,MOMBASA,MVITA,mvita,TONONOKA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13668,Kendu Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,28,2,HOMA BAY,KARACHUONYO,karachuonyo,NORTH KARACHUONYO,Operational,Yes,No,Yes,No,,Yes,Yes,No
15212,Molo District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,57,0,NAKURU,MOLO,molo,MOLO,Operational,Yes,No,Yes,No,,Yes,Yes,No
12526,Mikumbune Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,22,2,MERU,SOUTH IMENTI,imenti south,ABOGETA WEST,Operational,Yes,No,Yes,No,,Yes,Yes,No
13653,Kandiege Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,36,0,HOMA BAY,KARACHUONYO,karachuonyo,KIBIRI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13588,Got Agulu Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,14,0,SIAYA,BONDO,bondo,WEST YIMBO,Operational,No,No,No,No,,Yes,Yes,No
13445,Mandera West Sub County Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,24,5,MANDERA,MANDERA WEST,mandera west,TAKABA,Operational,Yes,No,Yes,No,,Yes,Yes,No
10782,Muriranjas Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,60,8,MURANG'A,KIHARU,kiharu,MUGOIRI,Operational,No,No,No,No,,Yes,Yes,No
15398,Olenguruone Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,24,0,NAKURU,KURESOI SOUTH,kuresoi south,AMALO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13673,Kenyenya District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,40,0,KISII,BOMACHOGE BORABU,bomachoge borabu,BOKIMONGE,Operational,Yes,No,Yes,No,,Yes,Yes,No
15096,Lowarengak Health Center,,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,3,1,TURKANA,TURKANA NORTH,turkana north,LAKEZONE,Operational,No,No,No,No,,Yes,Yes,No
10763,Mukurweini District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,138,0,NYERI,MUKURWEINI,mukurweini,MUKURWE-INI CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
11566,Mariakani District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,72,0,KILIFI,KALOLENI,kaloleni,MARIAKANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13841,Ndhiwa Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,9,0,HOMA BAY,NDHIWA,ndhiwa,KANYAMWA KOSEWE,Operational,No,No,No,No,,Yes,Yes,No
13747,Madiany Sub County  Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,16,0,SIAYA,RARIEDA,rarieda,SOUTH UYOMA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13867,Nyacheki Sub County Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,32,0,KISII,BOBASI,bobasi,NYACHEKI,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
16130,Sirisia Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,31,0,BUNGOMA,SIRISIA,sirisia,MALAKISI/SOUTH KULISIRU,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
14080,Siaya District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,240,0,SIAYA,ALEGO USONGA,alego usonga,SIAYA TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
11507,Kwale District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,62,3,KWALE,MATUGA,matuga,TSIMBA GOLINI,Operational,No,No,No,No,,Yes,Yes,No
14652,Kajiado District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,138,4,KAJIADO,KAJIADO CENTRAL,kajiado central,ILDAMAT,Operational,Yes,No,Yes,No,,Yes,Yes,No
12516,Meru District Hospital,,Level 5,Secondary care hospitals,Ministry of Health,Ministry of Health,306,17,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,Yes,No,Yes,No,,Yes,Yes,No
11094,Thika Level 5 Hospital,,Level 5,Comprehensive Teaching &Referral,Ministry of Health,Ministry of Health,265,24,KIAMBU,THIKA TOWN,thika town,KAMENU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13312,Buna Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,7,2,WAJIR,WAJIR NORTH,wajir north,MALKAGUFU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12523,Migwani Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,47,0,KITUI,MWINGI WEST,mwingi west,MIGWANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
14036,Rangwe Sub-District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,8,0,HOMA BAY,RANGWE,rangwe,WEST GEM,Operational,Yes,No,Yes,No,,Yes,Yes,No
13402,Mandera County Refferal Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,128,5,MANDERA,MANDERA EAST,mandera east,TOWNSHIP,Operational,No,No,No,No,,Yes,Yes,No
12500,Mbeu Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,18,0,MERU,TIGANIA WEST,tigania west,MBEU,Operational,No,No,No,No,,Yes,Yes,No
13696,Kiogoro Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,2,KISII,NYARIBARI CHACHE,nyaribari chache,KIOGORO,Operational,No,No,No,No,,Yes,Yes,No
12147,Kalawa Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,3,MAKUENI,MBOONI,mbooni,KALAWA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13726,Kuria District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,70,4,MIGORI,KURIA WEST,kuria west sub county,BUKIRA EAST,Operational,Yes,No,Yes,No,,Yes,Yes,No
13335,Mandera Central Sub county Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,48,17,MANDERA,MANDERA SOUTH,mandera south,ELWAK NORTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
12544,Moyale District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,120,0,MARSABIT,MOYALE,moyale,MOYALE TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
13847,Nduru District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,32,5,KISII,SOUTH MUGIRANGO,south mugirango,BOGETENGA,Operational,Yes,No,Yes,No,,Yes,Yes,No
14634,Kacheliba District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,52,2,WEST POKOT,KACHELIBA,pokot north,SUAM,Operational,Yes,No,Yes,No,,Yes,Yes,No
13507,Bondo District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,49,2,SIAYA,BONDO,bondo,WEST SAKWA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12795,Tharaka District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,54,0,THARAKA-NITHI,THARAKA,tharaka south,MARIMANTI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12472,Marsabit District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,86,0,MARSABIT,SAKU,saku,MARSABIT CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
13374,Jalish Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,IJARA,ijara,IJARA,Operational,No,No,No,No,,Yes,Yes,No
13369,Iftin Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,24,1,GARISSA,GARISSA TOWNSHIP,garissa,IFTIN,Operational,Yes,No,Yes,No,,Yes,Yes,No
12041,Githongo District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,40,2,MERU,CENTRAL IMENTI,imenti central,MWANGATHIA,Operational,Yes,No,No,No,,Yes,Yes,No
13858,Ntimaru Sub-County Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,16,0,MIGORI,KURIA EAST,kuria east sub county,NTIMARU WEST,Operational,Yes,No,No,No,,Yes,Yes,No
11104,Tigoni District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,62,20,KIAMBU,LIMURU,limuru,NGECHA TIGONI,Operational,Yes,No,No,No,,Yes,Yes,No
13365,Hulugho Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,6,2,GARISSA,IJARA,hulugho,HULUGHO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13916,Nyamusi Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,50,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,BOKEIRA,Operational,No,No,No,No,,Yes,Yes,No
13540,Ekerenyo Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,18,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,ITIBO,Operational,No,No,No,No,,Yes,Yes,No
15351,Ngong Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,25,3,KAJIADO,KAJIADO NORTH,kajiado north,NGONG,Operational,Yes,No,Yes,No,,Yes,Yes,No
12626,Mwingi District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,98,9,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
10167,Emmanuel M/C VCT Centre,,Level 2,VCT,Public Institution,Other,0,0,KIAMBU,THIKA TOWN,thika town,KAMENU,Operational,No,No,No,No,,Yes,Yes,No
13308,Bodhai Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,IJARA,ijara,IJARA,Operational,Yes,No,Yes,No,,Yes,Yes,No
10924,Outspan Hospital,,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,94,0,NYERI,NYERI TOWN,nyeri central,KAMAKWA/MUKARO,Operational,Yes,No,Yes,No,,Yes,Yes,No
11097,Thika Nursing Home,,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,35,6,KIAMBU,THIKA TOWN,thika town,KAMENU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13080,Mbagathi District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,200,10,NAIROBI,KIBRA,kibera,WOODLEY/KENYATTA GOLF COURSE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13423,Mandera North Sub county Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,18,10,MANDERA,MANDERA NORTH,mandera north,RHAMU,Operational,Yes,No,Yes,No,,Yes,Yes,No
14058,Rongo District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,42,2,MIGORI,RONGO,rongo sub county,CENTRAL KAMAGAMBO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13631,Iyabe District Hospital (Kisii South),,Level 3,Secondary care hospitals,Ministry of Health,Ministry of Health,12,1,KISII,BONCHARI,bonchari,RIANA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13564,Gesusu Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,28,2,KISII,NYARIBARI MASABA,nyaribari masaba,GESUSU,Operational,No,No,No,No,,Yes,Yes,No
13594,Gucha District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,50,0,KISII,BOMACHOGE CHACHE,bomachoge chache,BOOCHI/TENDERE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13656,Karungu Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,24,0,MIGORI,NYATIKE,nyatike sub county,KACHIEN'G,Operational,No,No,No,No,,Yes,Yes,No
13783,Masimba Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,12,0,KISII,NYARIBARI MASABA,nyaribari masaba,MASIMBA,Operational,No,No,No,No,,Yes,Yes,No
13608,Homa Bay County Teaching and Referral Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,280,8,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
13663,Kegonga Sub County Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,15,0,MIGORI,KURIA EAST,kuria east sub county,NYABASI EAST,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
10609,Kimbimbi Sub-District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,48,1,KIRINYAGA,MWEA,kirinyaga south,NYANGUTI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13912,Nyamira District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,203,22,NYAMIRA,WEST MUGIRANGO,nyamira,TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
13678,Masaba District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,34,2,NYAMIRA,KITUTU MASABA,masaba north,RIGOMA,Operational,Yes,No,Yes,No,,Yes,Yes,No
15051,Loitokitok District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,75,10,KAJIADO,KAJIADO SOUTH,loitokitok,KUKU,Operational,Yes,No,Yes,No,,Yes,Yes,No
10083,Central Memorial Hospital,20173187791,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,31,2,KIAMBU,THIKA TOWN,thika town,HOSPITAL,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
16285,Bultohama Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,IJARA,ijara,IJARA,Operational,No,No,No,No,,Yes,Yes,No
15107,Magadi Hospital,,Level 4,Primary care hospitals,Company Medical Service,Other,40,0,KAJIADO,KAJIADO WEST,kajiado west,MAGADI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13346,Garissa Provincial General Hospital (PGH),,Level 5,Comprehensive Teaching &Referral,Ministry of Health,Ministry of Health,224,9,GARISSA,GARISSA TOWNSHIP,garissa,WABERI,Operational,Yes,No,Yes,No,,Yes,Yes,No
10903,Nyeri Provincial General Hospital (PGH),,Level 5,Comprehensive Teaching &Referral,Ministry of Health,Ministry of Health,323,61,NYERI,NYERI TOWN,nyeri central,RURING'U,Operational,Yes,No,Yes,No,,Yes,Yes,No
10368,Jamii Hospital,,Level 4,Secondary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,57,12,NYERI,MATHIRA,mathira east,KARATINA TOWN,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
15126,Maralal District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,190,3,SAMBURU,SAMBURU CENTRAL,samburu central,MARALAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
13351,Godoma Health Centre (Nep),,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR NORTH,wajir north,BUTE,Operational,No,No,No,No,,Yes,Yes,No
12177,Kangundo District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,174,32,MACHAKOS,KANGUNDO,kangundo,KANGUNDO CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
11740,Port Reitz District Hospital,,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,166,6,MOMBASA,CHANGAMWE,changamwe,AIRPORT,Operational,Yes,No,Yes,No,,Yes,Yes,No
12004,Embu Provincial General Hospital,,Level 5,Comprehensive Teaching &Referral,Ministry of Health,Ministry of Health,618,97,EMBU,MANYATTA,manyatta,KIRIMARI,Operational,Yes,No,Yes,No,,Yes,Yes,No
13703,Kisii Hospital (Level 5),,Level 5,Secondary care hospitals,Ministry of Health,Ministry of Health,379,20,KISII,NYARIBARI CHACHE,nyaribari chache,KISII CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
14169,Wakula Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,HOMA BAY,MBITA,mbita,MFANGANO ISLAND,Operational,No,No,No,No,,Yes,Yes,No
