id,code,name,keph_level,facility_type,owner,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
7727,13341,Fincharo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA SOUTH,mandera south,ELWAK SOUTH,Operational,No,No,No,No,Yes,Yes,No
7728,16748,Githunguri Health Centre (Ruiru),Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7729,11662,Mtaa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,KINANGO,kinango,KASEMENI,Operational,No,No,No,No,Yes,Yes,No
7730,11585,Mazeras Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,KINANGO,kinango,KASEMENI,Operational,No,No,No,No,Yes,Yes,No
7731,10486,Karatina Home Based Care Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,MATHIRA,mathira east,KARATINA TOWN,Operational,No,No,No,No,Yes,Yes,No
7732,12721,Rwanyange Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7733,12304,Kiitini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MACHAKOS TOWN,machakos,KALAMA,Operational,No,No,No,No,Yes,Yes,No
7734,12698,Odda Dispensary (Moyale),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,GOLBO,Operational,No,No,No,No,Yes,Yes,No
7735,12050,Godoma Model Health Centre (Moyale),Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MARSABIT,MOYALE,moyale,GOLBO,Operational,No,No,No,No,Yes,Yes,No
7736,12411,Kyawalia Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MACHAKOS TOWN,machakos,KALAMA,Operational,No,No,No,No,Yes,Yes,No
7737,12227,Kathanjuri Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,KYENI SOUTH,Operational,No,No,No,No,Yes,Yes,No
7738,12234,Kathithi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7739,12144,Kalama Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MACHAKOS TOWN,machakos,KALAMA,Operational,No,No,No,No,Yes,Yes,No
7740,11628,Mkokoni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,LAMU,LAMU EAST,lamu east,KIUNGA,Operational,No,No,No,No,Yes,Yes,No
7741,10907,Oaklands Estate Dispensary,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Kenya MPDB - Institution,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7742,10715,Mchana Estate Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7743,14827,Kenene Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,BURETI,bureti,CHEPLANGET,Operational,No,No,No,No,Yes,Yes,No
7744,11638,Mnyenzeni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,KINANGO,kinango,KASEMENI,Operational,No,No,No,No,Yes,Yes,No
7745,13401,Malkamari Health Centre (Malkamari),Level 3,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,BANISSA,banissa,MALKAMARI,Operational,No,No,No,No,Yes,Yes,No
7746,14828,Kenyagoro Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,12,0,BOMET,KONOIN,konoin,BOITO,Operational,No,No,No,No,Yes,Yes,No
7747,12676,Nthongoni Dispensary (Kibwezi),Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,MAKUENI,KIBWEZI EAST,kibwezi east,IVINGONI/NZAMBANI,Operational,No,No,No,No,Yes,Yes,No
7748,16778,St Mary Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,NYERI,Nyeri South,nyeri south,CHINGA,Operational,No,No,No,No,Yes,Yes,No
7749,10665,Lucimed Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,LAIKIPIA,LAIKIPIA EAST,laikipia east,NGOBIT,Operational,No,No,No,No,Yes,Yes,No
7750,14810,Kasisit Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO NORTH,baringo north,SAIMOI/KIPSARAMAN,Operational,No,No,No,No,Yes,Yes,No
7751,16773,Manyatta Medical Clinic (Nyeri South),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NYERI,Nyeri South,nyeri south,MAHIGA,Operational,No,No,No,No,Yes,Yes,No
7752,10805,Mwea Medical Clinic Kagio,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KIRINYAGA,NDIA,kirinyaga west,KARITI,Operational,No,No,No,No,Yes,Yes,No
7753,11144,Uzima Medical Clinic (Nyeri North),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NYERI,MATHIRA,mathira east,KARATINA TOWN,Operational,No,No,No,No,Yes,Yes,No
7754,15335,Ngai Murunya Health Service,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,KAJIADO,KAJIADO NORTH,kajiado north,NGONG,Operational,No,No,No,No,Yes,Yes,No
7755,10940,Plainsview Nursing Home,Level 4,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7756,15663,St Peter Claver R Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya MPDB - Institution,0,0,KAJIADO,KAJIADO NORTH,kajiado north,NGONG,Operational,No,No,No,No,Yes,Yes,No
7757,13472,Alum Beach Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,Operational,No,No,No,No,Yes,Yes,No
7758,13440,Shimbir Fatuma Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA SOUTH,mandera south,ELWAK SOUTH,Operational,No,No,No,No,Yes,Yes,No
7759,12336,Kirindine Nursing Home,Level 2,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,TIGANIA WEST,tigania west,NKOMO,Operational,No,No,No,No,Yes,Yes,No
7760,16782,Kiawaithanji Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NYERI,TETU,tetu,AGUTHI-GAAKI,Operational,No,No,No,No,Yes,Yes,No
7761,14812,Kasok Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO NORTH,baringo north,SAIMOI/KIPSARAMAN,Operational,No,No,No,No,Yes,Yes,No
7762,12692,Nzeveni Dispensary,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,MAKUENI,KIBWEZI EAST,kibwezi east,IVINGONI/NZAMBANI,Operational,No,No,No,No,Yes,Yes,No
7763,16227,Joska Medical Care Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7764,16586,Joska Medical Care,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7765,16222,Mutethia Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7766,13284,Al-Maqdis ENT Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,GARISSA,GARISSA TOWNSHIP,garissa,TOWNSHIP,Operational,No,No,No,No,Yes,Yes,No
7767,16578,Ideal Medical /Fp Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA WEST,Operational,No,No,No,No,Yes,Yes,No
7768,16577,Ideal Health Laboratory,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA WEST,Operational,No,No,No,No,Yes,Yes,No
7769,11007,Shikamoo Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7770,16223,Giaki Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7771,16590,Kim's Intergrated Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA WEST,Operational,No,No,No,No,Yes,Yes,No
7772,10972,Ruiru East Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7773,16752,Imani Medical Clinic (Ruiru),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7774,15633,St Camellus Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KAJIADO,KAJIADO NORTH,kajiado north,NGONG,Operational,No,No,No,No,Yes,Yes,No
7775,16228,Thimangiri Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,Yes,Yes,No
7776,16673,Sorok Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO CENTRAL,baringo central,TENGES,Operational,No,No,No,No,Yes,Yes,No
7777,10971,Ruiru Diagnostic Centre,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7778,10973,Ruiru Sub-County Hospital,Level 4,Hospitals,Ministry of Health,Ministry of Health,46,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,Yes,No,No,No,Yes,Yes,No
7779,14809,Kasiela Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO SOUTH,marigat,MUKUTANI,Operational,No,No,No,No,Yes,Yes,No
7780,11991,Dwa Health Centre,Level 3,Basic primary health care facility,Company Medical Service,Kenya MPDB - Private Practice,11,2,MAKUENI,KIBWEZI EAST,kibwezi east,THANGE,Operational,Yes,No,Yes,No,Yes,Yes,No
7781,12858,Yururu Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,SOUTH IMENTI,imenti south,ABOGETA EAST,Operational,No,No,No,No,Yes,Yes,No
7782,12888,Buruburu Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,MAKADARA,makadara,VIWANDANI,Operational,No,No,No,No,Yes,Yes,No
7783,14759,Kapsimotwa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,BOMET CENTRAL,bomet central,SILIBWET TOWNSHIP,Operational,No,No,No,No,Yes,Yes,No
7784,11898,Wayani Medical Clinic (Changamwe),Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MOMBASA,CHANGAMWE,changamwe,CHANGAMWE,Operational,No,No,No,No,Yes,Yes,No
7785,16260,St Agnes Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MIGORI,KURIA WEST,kuria west sub county,ISIBANIA,Operational,No,No,No,No,Yes,Yes,No
7786,11055,St Mary's Medical Clinic (Ruiru),Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7787,11043,St Josef Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7788,12580,Muringombugi Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA WEST,Operational,No,No,No,No,Yes,Yes,No
7789,12364,Kithyululu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MAKUENI,KIBWEZI EAST,kibwezi east,MASONGALENI,Operational,No,No,No,No,Yes,Yes,No
7790,14789,Kaptumek Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,ALDAI,aldai,KEMELOI-MARABA,Operational,No,No,No,No,Yes,Yes,No
7791,14756,Kapsengere Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,ALDAI,aldai,TERIK,Operational,No,No,No,No,Yes,Yes,No
7792,14766,Kapsorok Dispenasry,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SOLIAT,Operational,No,No,No,No,Yes,Yes,No
7793,10001,Abel Migwi Johana Laboratory,Level 2,Laboratory,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KIRINYAGA,NDIA,kirinyaga west,KARITI,Operational,No,No,No,No,Yes,Yes,No
7794,16777,Othaya Dental Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NYERI,Nyeri South,nyeri south,CHINGA,Operational,No,No,No,No,Yes,Yes,No
7795,14751,Kapsamoch Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,ALDAI,aldai,TERIK,Operational,No,No,No,No,Yes,Yes,No
7796,12975,Huruma Maternity Hospital,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,MATHARE,mathare,HURUMA,Operational,No,No,No,No,Yes,Yes,No
7797,10101,Coffee Research Staff Dispensary,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Kenya MPDB - Institution,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
7798,14056,Roadblock Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,HOMA BAY,NDHIWA,ndhiwa,KANYAMWA KOSEWE,Operational,No,No,No,No,Yes,Yes,No
7799,12477,Masongaleni Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,1,MAKUENI,KIBWEZI EAST,kibwezi east,MASONGALENI,Operational,No,No,No,No,Yes,Yes,No
7800,14755,Kapseger Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KERICHO,KIPKELION EAST,kipkelion east,CHEPSEON,Operational,No,No,No,No,Yes,Yes,No
7801,15001,Kunyak Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,KERICHO,KIPKELION WEST,kipkelion west,KUNYAK,Operational,No,No,No,No,Yes,Yes,No
7802,14772,Kaptabuk Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,POKOT SOUTH,pokot south,TAPACH,Operational,No,No,No,No,Yes,Yes,No
7803,14791,Kaptumo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,KESSES,kesses,CHEPTIRET/KIPCHAMO,Operational,No,No,No,No,Yes,Yes,No
7804,14758,Kapsetek Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,RONGAI,rongai,SOIN,Operational,No,No,No,No,Yes,Yes,No
7805,14825,Kemeloi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,NANDI,ALDAI,aldai,KEMELOI-MARABA,Operational,Yes,No,Yes,No,Yes,Yes,No
7806,14796,Kaputir Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA SOUTH,turkana south,KAPUTIR,Operational,No,No,No,No,Yes,Yes,No
7807,14797,Kapweria Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,EMURUA DIKIRR,transmara east,KAPSASIAN,Operational,No,No,No,No,Yes,Yes,No
7808,14800,Karaba Dispensary (Laikipia West),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,LAIKIPIA,LAIKIPIA WEST,laikipia west,MARMANET,Operational,No,No,No,No,Yes,Yes,No
7809,14782,Kaptich Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,MOSOP,mosop,KURGUNG/SURUNGAI,Operational,No,No,No,No,Yes,Yes,No
7810,14788,Kaptum Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO NORTH,baringo north,KABARTONJO,Operational,No,No,No,No,Yes,Yes,No
7811,14816,Katee Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET WEST,marakwet west,MOIBEN/KUSERWO,Operational,No,No,No,No,Yes,Yes,No
7812,14798,Kapyego Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET EAST,marakwet east,KAPYEGO,Operational,No,No,No,No,Yes,Yes,No
7813,14773,Kaptagat Forest Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,KAPTARAKWA,Operational,No,No,No,No,Yes,Yes,No
7814,14768,Kapsowar Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET WEST,marakwet west,KAPSOWAR,Operational,No,No,No,No,Yes,Yes,No
7815,14747,Kapoleseroi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,CHEPALUNGU,chepalungu,SIONGIROI,Operational,No,No,No,No,Yes,Yes,No
7816,14785,Kaptiony Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO NORTH,baringo north,BARWESSA,Operational,No,No,No,No,Yes,Yes,No
7817,14817,Katibel Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO NORTH,baringo north,BARWESSA,Operational,No,No,No,No,Yes,Yes,No
7818,14708,Kapkeburu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SIGOWET,Operational,No,No,No,No,Yes,Yes,No
7819,14689,Kanyarkwat Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KAPENGURIA,west pokot,RIWO,Operational,No,No,No,No,Yes,Yes,No
7820,14707,Kapkeben Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,ALDAI,aldai,KABWARENG,Operational,No,No,No,No,Yes,Yes,No
7821,14711,Kapkenyeloi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,MOSOP,mosop,CHEPTERWAI,Operational,No,No,No,No,Yes,Yes,No
7822,15704,Tamkal Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,SIGOR,pokot central,WEI WEI,Operational,No,No,No,No,Yes,Yes,No
7823,14724,Kapkolei Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,ALDAI,aldai,KOYO/NDURIO,Operational,No,No,No,No,Yes,Yes,No
7824,12663,Ngwata Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,2,MAKUENI,KIBWEZI EAST,kibwezi east,MASONGALENI,Operational,No,No,Yes,No,Yes,Yes,No
